Location,L,Species,spab,natexo,T,area,perimeter,complexity,dperimeter,sqrtarea,height,dsqrtarea,dcomplexity,distance,ndetect
CBG,3,Passiflora ligularis,PALI,e20,20,94.183,55.999,5.77024179,7.841,9.70479263,10.78,3.77479263,0.08024179,2.989,79
BBG,1,Passiflora ligularis,PALI,e20,20,87.683,42.112,4.497261773,21.728,9.363920119,1.7,3.433920119,-1.192738227,3.081,79
CBG,3,Passiflora ligularis,PALI,e20,20,169.619,76.879,5.902968645,13.039,13.02378593,5.723,7.09378593,0.212968645,3.102,79
BBG,1,Passiflora ligularis,PALI,e20,20,57.069,40.037,5.29982338,23.803,7.55440269,0.9,1.62440269,-0.39017662,3.313,79
CBG,3,Passiflora ligularis,PALI,e20,20,78.974,50.909,5.728652762,12.931,8.886731683,1.9,2.956731683,0.038652762,3.449,79
BBG,1,Passiflora ligularis,PALI,e20,20,65.503,51.891,6.411526545,11.949,8.093392367,0.4,2.163392367,0.721526545,3.494,79
BBG,1,Passiflora ligularis,PALI,e20,20,22.125,20.906,4.444565454,42.934,4.703721931,2.3,-1.226278069,-1.245434546,3.55,79
BBG,1,Passiflora ligularis,PALI,e20,20,38.905,35.249,5.651244416,28.591,6.237387274,2.51,0.307387274,-0.038755584,3.599,79
BBG,1,Passiflora ligularis,PALI,e20,20,135.653,66.539,5.712965064,2.699,11.64701679,3.5,5.71701679,0.022965064,3.972,79
CBG,3,Passiflora ligularis,PALI,e20,20,220.121,102.645,6.918422184,38.805,14.83647532,3.025,8.90647532,1.228422184,4.018,79
CBG,3,Passiflora ligularis,PALI,e20,20,204.41,80.734,5.646838944,16.894,14.29720252,6.814,8.36720252,-0.043161056,4.061,79
CBG,3,Passiflora ligularis,PALI,e20,20,320.248,119.324,6.6678311,55.484,17.89547429,4.788,11.96547429,0.9778311,4.52,79
CBG,3,Passiflora ligularis,PALI,e20,20,269.906,83.774,5.099210999,19.934,16.42881615,5.36,10.49881615,-0.590789001,4.53,79
BBG,1,Passiflora ligularis,PALI,e20,20,36.524,34.971,5.786538995,28.869,6.043508915,3.125,0.113508915,0.096538995,4.88,79
CBG,3,Passiflora ligularis,PALI,e20,20,104.132,48.886,4.790627449,14.954,10.20450881,4.8,4.27450881,-0.899372551,4.942,79
CBG,3,Passiflora ligularis,PALI,e20,20,228.293,81.718,5.408432718,17.878,15.10936796,8.603,9.17936796,-0.281567282,4.947,79
CBG,3,Passiflora ligularis,PALI,e20,20,145.893,66.86,5.535401726,3.02,12.07861747,5.9,6.14861747,-0.154598274,5.035,79
CBG,3,Passiflora ligularis,PALI,e20,20,141.224,61.501,5.175209357,2.339,11.88377045,5.369,5.95377045,-0.514790643,5.212,79
BBG,1,Passiflora ligularis,PALI,e20,20,116.917,56.851,5.257742066,6.989,10.81281647,2.1,4.88281647,-0.432257934,5.41,79
CBG,3,Passiflora ligularis,PALI,e20,20,212.182,79.313,5.444902507,15.473,14.56646834,8.325,8.63646834,-0.245097493,5.459,79
BBG,1,Passiflora ligularis,PALI,e20,20,261.823,85.004,5.253339464,21.164,16.18094558,2.18,10.25094558,-0.436660536,6.42,79
BBG,1,Passiflora ligularis,PALI,e20,20,206.435,73.042,5.083712601,9.202,14.36784605,6.54,8.43784605,-0.606287399,6.532,79
BBG,1,Passiflora ligularis,PALI,e20,20,106,46.683,4.534253791,17.157,10.29563014,0.9,4.36563014,-1.155746209,7.4,79
BBG,1,Passiflora ligularis,PALI,e20,20,130.623,68.112,5.959554639,4.272,11.42904195,2.1,5.49904195,0.269554639,7.436,79
CBG,3,Passiflora ligularis,PALI,e20,20,112.827,52.447,4.937579838,11.393,10.62200546,1.125,4.69200546,-0.752420162,7.457,79
CBG,3,Passiflora ligularis,PALI,e20,20,166.166,64.842,5.030200767,1.002,12.89053917,10.919,6.96053917,-0.659799233,7.747,79
CBG,3,Passiflora ligularis,PALI,e20,20,245.963,85.982,5.482424406,22.142,15.68320758,7.905,9.75320758,-0.207575594,7.853,79
CBG,3,Passiflora ligularis,PALI,e20,20,196.325,72.374,5.165290755,8.534,14.01160234,1.5,8.08160234,-0.524709245,8.347,79
CBG,3,Passiflora ligularis,PALI,e20,20,121.534,62.228,5.644649073,1.612,11.02424601,2.3,5.09424601,-0.045350927,8.6,79
CBG,3,Passiflora ligularis,PALI,e20,20,60.552,40.538,5.209524349,23.302,7.781516562,7.076,1.851516562,-0.480475651,8.906,79
CBG,3,Passiflora ligularis,PALI,e20,20,133.791,56.288,4.866339093,7.552,11.56680595,11.217,5.63680595,-0.823660907,9.812,79
BBG,1,Passiflora ligularis,PALI,e20,20,166.215,74.415,5.771987463,10.575,12.89243965,6.1,6.96243965,0.081987463,10.945,79
BBG,1,Passiflora ligularis,PALI,e20,20,251.382,98.254,6.197023618,34.414,15.85503075,7.1,9.92503075,0.507023618,11.554,79
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,8.85,16.358,5.498681547,47.482,2.974894956,1.05,-2.955105044,-0.191318453,0,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,9.604,15.282,4.931217061,48.558,3.099032107,0.31,-2.830967893,-0.758782939,0,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,13.44,19.925,5.434989329,43.915,3.666060556,1.11,-2.263939444,-0.255010671,0,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,17.568,22.26,5.310849551,41.58,4.191419807,0.7,-1.738580193,-0.379150449,0,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,19.415,25.785,5.851920781,38.055,4.406245567,1.58,-1.523754433,0.161920781,0,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,19.528,24.162,5.467691426,39.678,4.419049672,1.51,-1.510950328,-0.222308574,0,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,31.266,33.084,5.916731348,30.756,5.591600844,0.38,-0.338399156,0.226731348,0,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,31.305,32.189,5.753082883,31.651,5.595087131,1.54,-0.334912869,0.063082883,0,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,38.238,33.194,5.367993796,30.646,6.18368822,0.2,0.25368822,-0.322006204,0,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,38.909,27.827,4.461093785,36.013,6.237707912,0.98,0.307707912,-1.228906215,0,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,42.024,40.495,6.246729632,23.345,6.482592074,0.4,0.552592074,0.556729632,0,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,46.896,41.034,5.992057243,22.806,6.84806542,0.61,0.91806542,0.302057243,0,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,48.267,39.324,5.660209869,24.516,6.947445574,0.3,1.017445574,-0.029790131,0,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,48.522,41.089,5.898698858,22.751,6.965773467,0.25,1.035773467,0.208698858,0,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,56.527,52.539,6.988015085,11.301,7.518443988,0.45,1.588443988,1.298015085,0,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,58.178,44.207,5.795776771,19.633,7.627450426,0.4,1.697450426,0.105776771,0,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,63.074,41.246,5.19345832,22.594,7.941914127,0.4,2.011914127,-0.49654168,0,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,69.272,44.44,5.339433561,19.4,8.322980235,0.44,2.392980235,-0.350566439,0,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,73.483,53.275,6.214840957,10.565,8.572222582,0.49,2.642222582,0.524840957,0,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,82.634,51.516,5.667124408,12.324,9.090324527,0.4,3.160324527,-0.022875592,0,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,13.346,20.722,5.672259735,43.118,3.65321776,0.93,-2.27678224,-0.017740265,0.45,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,37.879,34.915,5.673000134,28.925,6.154591782,1.5,0.224591782,-0.016999866,0.546,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,27.985,29.304,5.53941943,34.536,5.290085065,1.6,-0.639914935,-0.15058057,0.7,128
BRBG,2,Peristrophe hyssipifolia,PEHY,e21,21,6.865,12.878,4.915052374,50.962,2.620114501,0.6,-3.309885499,-0.774947626,0.767,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,43.29,36.898,5.608013283,26.942,6.57951366,0.85,0.64951366,-0.081986717,0.795,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,45.429,37.381,5.546056974,26.459,6.740103857,0.25,0.810103857,-0.143943026,0.966,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,15.923,21.523,5.39374435,42.317,3.990363392,1.22,-1.939636608,-0.29625565,0.981,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,35.255,35.103,5.911992502,28.737,5.937592105,0.4,0.007592105,0.221992502,1.036,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,12.204,19.852,5.682679556,43.988,3.493422391,1.31,-2.436577609,-0.007320444,1.038,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,48.595,46.906,6.728722316,16.934,6.971011404,0.31,1.041011404,1.038722316,1.052,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,54.39,41.812,5.669456303,22.028,7.374957627,0.48,1.444957627,-0.020543697,1.055,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,13.734,22.464,6.06161807,41.376,3.705941176,0.89,-2.224058824,0.37161807,1.057,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,21.051,28.753,6.26681391,35.087,4.588136877,0.9,-1.341863123,0.57681391,1.057,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,52.624,51.617,7.115424773,12.223,7.254240139,0.4,1.324240139,1.425424773,1.1,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,51.951,41.503,5.758144172,22.337,7.207704211,0.7,1.277704211,0.068144172,1.157,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,49.727,45.221,6.412745909,18.619,7.051737375,0.3,1.121737375,0.722745909,1.23,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,49.412,51.32,7.300799662,12.52,7.02936697,0.37,1.09936697,1.610799662,1.233,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,57.585,45.154,5.950336728,18.686,7.588478108,0.51,1.658478108,0.260336728,1.319,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,12.278,20.506,5.852172763,43.334,3.503997717,1.15,-2.426002283,0.162172763,1.354,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,80.012,51.191,5.722898591,12.649,8.944942705,0.5,3.014942705,0.032898591,1.361,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,67.429,46.317,5.640492972,17.523,8.211516303,0.36,2.281516303,-0.049507028,1.365,128
BRBG,2,Peristrophe hyssipifolia,PEHY,e21,21,11.946,18.474,5.345024301,45.366,3.456298598,0.5,-2.473701402,-0.344975699,1.405,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,71.294,51.849,6.140643627,11.991,8.443577441,0.6,2.513577441,0.450643627,1.424,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,79.739,60.631,6.789836847,3.209,8.929669647,0.9,2.999669647,1.099836847,1.479,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,37.353,35.347,5.783487696,28.493,6.111710072,0.33,0.181710072,0.093487696,1.598,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,16.181,26.216,6.517240526,37.624,4.022561373,1.61,-1.907438627,0.827240526,1.728,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,90.192,62.687,6.600752937,1.153,9.496946878,0.45,3.566946878,0.910752937,1.735,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,15.14,21.615,5.555105385,42.225,3.891015292,1.11,-2.038984708,-0.134894615,1.753,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,94.053,65.28,6.731220532,1.44,9.698092596,0.5,3.768092596,1.041220532,1.821,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,32.414,30.536,5.363469719,33.304,5.69332943,1.85,-0.23667057,-0.326530281,1.916,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,65.008,45.051,5.58754499,18.789,8.062753872,0.87,2.132753872,-0.10245501,1.931,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,16.915,25.785,6.269474419,38.055,4.112784945,1.55,-1.817215055,0.579474419,1.969,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,54.485,41.511,5.62373332,22.329,7.381395532,1.08,1.451395532,-0.06626668,1.971,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,50.556,40.887,5.750411099,22.953,7.110274256,0.45,1.180274256,0.060411099,1.986,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,34.281,34.575,5.905211376,29.265,5.854997865,0.61,-0.075002135,0.215211376,2.105,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,61.564,39.767,5.068266169,24.073,7.846273001,0.66,1.916273001,-0.621733831,2.107,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,38.076,39.334,6.374446117,24.506,6.170575338,0.44,0.240575338,0.684446117,2.135,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,53.306,43.277,5.927466388,20.563,7.301095808,0.5,1.371095808,0.237466388,2.14,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,46.97,42.457,6.194967377,21.383,6.853466276,0.45,0.923466276,0.504967377,2.163,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,55.581,41.531,5.570692808,22.309,7.455266595,6.3,1.525266595,-0.119307192,2.179,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,44.33,35.895,5.391195639,27.945,6.658077801,0.5,0.728077801,-0.298804361,2.186,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,52.291,41.134,5.68836519,22.706,7.231251621,0.72,1.301251621,-0.00163481,2.188,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,22.519,25.67,5.40942767,38.17,4.745418843,1.13,-1.184581157,-0.28057233,2.213,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,20.421,26.236,5.805760544,37.604,4.518960057,1.85,-1.411039943,0.115760544,2.231,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,42.907,35.527,5.423685031,28.313,6.550343502,0.51,0.620343502,-0.266314969,2.235,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,18.826,23.664,5.453924599,40.176,4.338893868,1.63,-1.591106132,-0.236075401,2.284,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,14.392,20.543,5.415060223,43.297,3.793678953,1.32,-2.136321047,-0.274939777,2.285,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,88.38,61.723,6.565533594,2.117,9.40106377,0.5,3.47106377,0.875533594,2.363,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,36.826,33.827,5.574247003,30.013,6.068442963,0.38,0.138442963,-0.115752997,2.368,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,50.378,39.351,5.544154345,24.489,7.097746121,0.33,1.167746121,-0.145845655,2.37,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,18.782,20.698,4.77592463,43.142,4.333820485,1.05,-1.596179515,-0.91407537,2.381,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,36.781,32.401,5.342526042,31.439,6.064734124,0.4,0.134734124,-0.347473958,2.391,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,38.378,32.975,5.322842734,30.865,6.194997982,2.21,0.264997982,-0.367157266,2.41,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,80.076,44.884,5.015801815,18.956,8.948519431,1.65,3.018519431,-0.674198185,2.417,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,59.848,62.38,8.063443543,1.46,7.736148913,0.36,1.806148913,2.373443543,2.602,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,47.826,38.363,5.547285678,25.477,6.915634461,0.33,0.985634461,-0.142714322,2.632,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,55.78,40.508,5.423773519,23.332,7.46860094,1.07,1.53860094,-0.266226481,2.686,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,31.657,30.756,5.466319022,33.084,5.626455367,1.65,-0.303544633,-0.223680978,2.72,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,17.723,23.801,5.653619622,40.039,4.209869357,0.6,-1.720130643,-0.036380378,2.73,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,59.157,44.432,5.776872621,19.408,7.691358788,0.39,1.761358788,0.086872621,2.789,128
BRBG,2,Peristrophe hyssipifolia,PEHY,e21,21,5.311,11.678,5.067343213,52.162,2.304560696,0.5,-3.625439304,-0.622656787,2.8,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,40.138,49.665,7.839214997,14.175,6.335455785,0.42,0.405455785,2.149214997,2.82,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,14.255,22.322,5.912205117,41.518,3.775579426,1.2,-2.154420574,0.222205117,2.85,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,29.876,34.238,6.263933843,29.602,5.465894254,1.1,-0.464105746,0.573933843,2.993,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,64.957,49.502,6.141999352,14.338,8.05959056,0.42,2.12959056,0.451999352,3,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,69.11,52.889,6.362018229,10.951,8.313242448,1.02,2.383242448,0.672018229,3,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,83.605,54.69,5.981247833,9.15,9.143576981,0.41,3.213576981,0.291247833,3.019,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,68.023,44.762,5.427272054,19.078,8.247605713,0.5,2.317605713,-0.262727946,3.158,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,237.081,81.909,5.319652318,18.069,15.39743485,1,9.46743485,-0.370347682,3.222,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,41.201,40.602,6.325480895,23.238,6.418800511,0.21,0.488800511,0.635480895,3.231,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,36.43,32.514,5.386923595,31.326,6.035726965,0.28,0.105726965,-0.303076405,3.379,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,25.223,31.971,6.365871247,31.869,5.022250492,1.3,-0.907749508,0.675871247,3.4,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,34.421,34.753,5.923529542,29.087,5.866941281,0.41,-0.063058719,0.233529542,3.464,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,29.781,32.386,5.93454836,31.454,5.457197083,1.8,-0.472802917,0.24454836,3.5,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,26.403,28.98,5.63990441,34.86,5.13838496,1.96,-0.79161504,-0.05009559,3.6,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,67.891,58.548,7.105685169,5.292,8.239599505,0.7,2.309599505,1.415685169,3.71,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,72.339,47.096,5.537296417,16.744,8.505233683,0.4,2.575233683,-0.152703583,3.77,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,57.321,44.898,5.930210596,18.942,7.571063334,0.3,1.641063334,0.240210596,3.926,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,38.805,36.05,5.787105839,27.79,6.229365939,0.3,0.299365939,0.097105839,4.011,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,48.218,42.134,6.067755808,21.706,6.943918202,0.3,1.013918202,0.377755808,4.015,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,24.542,35.701,7.206516829,28.139,4.953988292,0.39,-0.976011708,1.516516829,4.086,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,15.338,20.062,5.12259309,43.778,3.916375876,0.97,-2.013624124,-0.56740691,4.101,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,57.856,40.551,5.33122935,23.289,7.606313167,0.31,1.676313167,-0.35877065,4.27,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,50.228,44.051,6.215596722,19.789,7.087171509,0.41,1.157171509,0.525596722,4.277,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,29.007,31.138,5.781483717,32.702,5.385814702,0.31,-0.544185298,0.091483717,4.655,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,39.847,36.025,5.706977687,27.815,6.31244802,0.5,0.38244802,0.016977687,4.673,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,58.124,41.077,5.387917919,22.763,7.623909758,0.37,1.693909758,-0.302082081,4.7,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,54.994,44.244,5.96618518,19.596,7.415793956,0.36,1.485793956,0.27618518,4.722,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,84.672,50.727,5.512762336,13.113,9.201738966,0.31,3.271738966,-0.177237664,4.758,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,63.637,43.479,5.450353843,20.361,7.977280238,0.37,2.047280238,-0.239646157,4.803,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,15.048,21.628,5.575412053,42.212,3.87917517,1.8,-2.05082483,-0.114587947,4.937,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,92.802,52.45,5.444610603,11.39,9.633379469,0.7,3.703379469,-0.245389397,4.938,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,37.239,36.093,5.9145809,27.747,6.102376586,0.45,0.172376586,0.2245809,4.992,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,69.656,54.205,6.494714773,9.635,8.346017014,1.6,2.416017014,0.804714773,5.107,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,60.169,42.556,5.486234962,21.284,7.756867925,0.45,1.826867925,-0.203765038,5.383,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,87.969,51.086,5.446745352,12.754,9.379179069,0.41,3.449179069,-0.243254648,5.555,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,19.901,27.476,6.159083016,36.364,4.461053687,0.6,-1.468946313,0.469083016,5.9,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,44.676,38.938,5.825544172,24.902,6.684010772,0.48,0.754010772,0.135544172,5.953,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,39.859,36.855,5.837584985,26.985,6.313398451,0.31,0.383398451,0.147584985,6.288,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,36.517,33.28,5.507262431,30.56,6.042929753,1.02,0.112929753,-0.182737569,6.413,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,12.478,18.936,5.360629034,44.904,3.532421266,2.2,-2.397578734,-0.329370966,6.435,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,18.742,25.935,5.990709847,37.905,4.32920316,1.8,-1.60079684,0.300709847,6.778,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,28.466,30.154,5.651733928,33.686,5.335353784,1.2,-0.594646216,-0.038266072,7.3,128
BBG,1,Peristrophe hyssipifolia,PEHY,e21,21,19.003,27.952,6.412122393,35.888,4.359243054,0.8,-1.570756946,0.722122393,7.405,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,90.647,61.592,6.469155476,2.248,9.520871809,0.88,3.590871809,0.779155476,7.742,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,66.81,43.953,5.377343593,19.887,8.173738435,0.45,2.243738435,-0.312656407,8.516,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,67.352,43.598,5.312406737,20.242,8.206826427,0.6,2.276826427,-0.377593263,8.96,128
CBG,3,Peristrophe hyssipifolia,PEHY,e21,21,89.713,51.072,5.392065703,12.768,9.471694674,0.65,3.541694674,-0.297934297,9.417,128
CBG,3,Solanum giganteum,SOGI,e22,22,11.625,16.968,4.976616495,46.872,3.409545424,0.14,-2.520454576,-0.713383505,0,39
CBG,3,Solanum giganteum,SOGI,e22,22,52.738,37.571,5.173577112,26.269,7.262093362,1.5,1.332093362,-0.516422888,0,39
KBG,4,Solanum giganteum,SOGI,e22,22,94.16,67.032,6.907946294,3.192,9.703607577,0.35,3.773607577,1.217946294,0,39
KBG,4,Solanum giganteum,SOGI,e22,22,111.66,59.225,5.604750155,4.615,10.56692954,0.45,4.63692954,-0.085249845,0,39
KBG,4,Solanum giganteum,SOGI,e22,22,116.882,66.6,6.160279427,2.76,10.8111979,0.8,4.8811979,0.470279427,0,39
KBG,4,Solanum giganteum,SOGI,e22,22,132.727,79.714,6.919185328,15.874,11.52072046,0.3,5.59072046,1.229185328,0,39
CBG,3,Solanum giganteum,SOGI,e22,22,199.582,124.745,8.830035756,60.905,14.12734936,2.931,8.19734936,3.140035756,0,39
KBG,4,Solanum giganteum,SOGI,e22,22,205.047,125.511,8.765063767,61.671,14.31946228,1.7,8.38946228,3.075063767,0,39
KBG,4,Solanum giganteum,SOGI,e22,22,65.804,44.131,5.440234519,19.709,8.111966469,0.31,2.181966469,-0.249765481,0.4,39
CBG,3,Solanum giganteum,SOGI,e22,22,160.712,98.976,7.807387688,35.136,12.67722367,1.55,6.74722367,2.117387688,0.666,39
KBG,4,Solanum giganteum,SOGI,e22,22,198.265,83.948,5.961936233,20.108,14.0806605,0.4,8.1506605,0.271936233,0.842,39
KBG,4,Solanum giganteum,SOGI,e22,22,131.981,100.207,8.722527615,36.367,11.48829839,0.95,5.55829839,3.032527615,0.893,39
CBG,3,Solanum giganteum,SOGI,e22,22,264.246,110.345,6.788103383,46.505,16.25564517,1.55,10.32564517,1.098103383,0.952,39
CBG,3,Solanum giganteum,SOGI,e22,22,106.965,61.373,5.934122468,2.467,10.34238851,0.8,4.41238851,0.244122468,1,39
CBG,3,Solanum giganteum,SOGI,e22,22,13.283,18.804,5.159435128,45.036,3.644585024,2.09,-2.285414976,-0.530564872,1.048,39
CBG,3,Solanum giganteum,SOGI,e22,22,318.793,124.544,6.97538883,60.704,17.85477527,1.01,11.92477527,1.28538883,1.339,39
CBG,3,Solanum giganteum,SOGI,e22,22,142.869,96.062,8.036790027,32.222,11.9527821,1.21,6.0227821,2.346790027,2.03,39
CBG,3,Solanum giganteum,SOGI,e22,22,73.818,81.43,9.477707417,17.59,8.59174022,1.08,2.66174022,3.787707417,2.126,39
CBG,3,Solanum giganteum,SOGI,e22,22,249.004,80.824,5.121971742,16.984,15.77986058,3.662,9.84986058,-0.568028258,2.196,39
CBG,3,Solanum giganteum,SOGI,e22,22,172.933,73.704,5.604696762,9.864,13.15039923,9.5,7.22039923,-0.085303238,2.577,39
CBG,3,Solanum giganteum,SOGI,e22,22,277.787,121.599,7.29581889,57.759,16.66694333,0.7,10.73694333,1.60581889,2.589,39
CBG,3,Solanum giganteum,SOGI,e22,22,133.794,91.146,7.8798744,27.306,11.56693564,0.5,5.63693564,2.1898744,2.638,39
CBG,3,Solanum giganteum,SOGI,e22,22,167.425,90.643,7.005257715,26.803,12.93928128,2.89,7.00928128,1.315257715,2.814,39
CBG,3,Solanum giganteum,SOGI,e22,22,138.09,70.721,6.018209172,6.881,11.75117015,1.47,5.82117015,0.328209172,2.829,39
CBG,3,Solanum giganteum,SOGI,e22,22,192.147,98.586,7.112109621,34.746,13.86170985,2.863,7.93170985,1.422109621,2.917,39
