Location,L,Species,spab,natexo,T,area,perimeter,complexity,dperimeter,sqrtarea,height,dsqrtarea,dcomplexity,distance,ndetect
KBG,4,Clidemia hirta,CLHI,e14,14,76.288,42.227,4.834617431,21.613,8.734300201,1.01,2.804300201,-0.855382569,4.976,126
BRBG,2,Clidemia hirta,CLHI,e14,14,36.941,27.429,4.512899381,36.411,6.077910825,0.52,0.147910825,-1.177100619,5.817,126
CBG,3,Clidemia hirta,CLHI,e14,14,17.523,24.566,5.868541999,39.274,4.186048256,0.61,-1.743951744,0.178541999,6.362,126
BRBG,2,Clidemia hirta,CLHI,e14,14,59.497,42.156,5.465273016,21.684,7.713429847,1.1,1.783429847,-0.224726984,6.645,126
BRBG,2,Clidemia hirta,CLHI,e14,14,72.574,42.381,4.974857779,21.459,8.519037504,1.1,2.589037504,-0.715142221,7.482,126
BRBG,2,Clidemia hirta,CLHI,e14,14,85.621,46.433,5.018068623,17.407,9.253161622,1.1,3.323161622,-0.671931377,8.241,126
BRBG,2,Clidemia hirta,CLHI,e14,14,8.056,13.681,4.820122927,50.159,2.838309356,0.75,-3.091690644,-0.869877073,9.048,126
BBG,1,Coffea sp.,COSP,e15,15,53.076,36.826,5.054817218,27.014,7.285327721,1.65,1.355327721,-0.635182782,0,39
BBG,1,Coffea sp.,COSP,e15,15,63.087,41.235,5.191538285,22.605,7.942732527,1.35,2.012732527,-0.498461715,0,39
KBG,4,Coffea sp.,COSP,e15,15,78.274,48.259,5.454683476,15.581,8.847259463,0.25,2.917259463,-0.235316524,0,39
BBG,1,Coffea sp.,COSP,e15,15,90.015,54.484,5.742639335,9.356,9.487623517,1.28,3.557623517,0.052639335,0,39
BBG,1,Coffea sp.,COSP,e15,15,93.26,53.981,5.589760753,9.859,9.657121724,1.07,3.727121724,-0.100239247,0,39
KBG,4,Coffea sp.,COSP,e15,15,194.495,63.126,4.526411676,0.714,13.94614642,0.3,8.01614642,-1.163588324,0,39
BBG,1,Coffea sp.,COSP,e15,15,196.106,70.906,5.063345301,7.066,14.0037852,2.18,8.0737852,-0.626654699,0,39
BBG,1,Coffea sp.,COSP,e15,15,65.204,38.749,4.798697566,25.091,8.07489938,0.51,2.14489938,-0.891302434,0.3,39
BBG,1,Coffea sp.,COSP,e15,15,159.519,62.159,4.92150363,1.681,12.63008314,0.45,6.70008314,-0.76849637,0.35,39
BRBG,2,Coffea sp.,COSP,e15,15,176.675,60.881,4.580303196,2.959,13.29191484,0.6,7.36191484,-1.109696804,0.372,39
KBG,4,Coffea sp.,COSP,e15,15,149.43,60.912,4.982920534,2.928,12.22415641,0.6,6.29415641,-0.707079466,0.84,39
BBG,1,Coffea sp.,COSP,e15,15,140.423,57.438,4.847079978,6.402,11.8500211,0.9,5.9200211,-0.842920022,1.05,39
BBG,1,Coffea sp.,COSP,e15,15,93.744,49.324,5.094323836,14.516,9.682148522,0.8,3.752148522,-0.595676164,1.52,39
BBG,1,Coffea sp.,COSP,e15,15,36.245,28.575,4.746376521,35.265,6.020382048,1.23,0.090382048,-0.943623479,1.562,39
KBG,4,Coffea sp.,COSP,e15,15,156.566,64.514,5.155908978,0.674,12.51263362,0.6,6.58263362,-0.534091022,1.6,39
BRBG,2,Coffea sp.,COSP,e15,15,159.679,63.39,5.016454179,0.45,12.63641563,0.6,6.70641563,-0.673545821,1.708,39
BRBG,2,Coffea sp.,COSP,e15,15,178.31,60.557,4.534991757,3.283,13.35327675,1.3,7.42327675,-1.155008243,1.847,39
KBG,4,Coffea sp.,COSP,e15,15,231.243,72.773,4.785595432,8.933,15.20667617,0.9,9.27667617,-0.904404568,1.852,39
BBG,1,Coffea sp.,COSP,e15,15,58.345,37.272,4.879562391,26.568,7.638389883,1.21,1.708389883,-0.810437609,1.887,39
KBG,4,Coffea sp.,COSP,e15,15,151.932,64.231,5.210987796,0.391,12.32606993,0.25,6.39606993,-0.479012204,1.891,39
BBG,1,Coffea sp.,COSP,e15,15,33.903,34.426,5.912450252,29.414,5.822628273,0.7,-0.107371727,0.222450252,1.9,39
KBG,4,Coffea sp.,COSP,e15,15,206.752,68.302,4.750163531,4.462,14.37887339,2.2,8.44887339,-0.939836469,2.153,39
KBG,4,Coffea sp.,COSP,e15,15,182.551,67.51,4.996616293,3.67,13.51114355,0.3,7.58114355,-0.693383707,2.734,39
KBG,4,Coffea sp.,COSP,e15,15,121.87,54.198,4.909472764,9.642,11.03947463,0.55,5.10947463,-0.780527236,2.9,39
KBG,4,Coffea sp.,COSP,e15,15,155.118,56.944,4.572112125,6.896,12.45463769,0.45,6.52463769,-1.117887875,2.905,39
KBG,4,Coffea sp.,COSP,e15,15,108.689,48.636,4.665143995,15.204,10.42540167,4.1,4.49540167,-1.024856005,3.106,39
BBG,1,Coffea sp.,COSP,e15,15,58.362,38.189,4.998885659,25.651,7.639502602,0.41,1.709502602,-0.691114341,3.65,39
BBG,1,Coffea sp.,COSP,e15,15,31.772,29.708,5.270491755,34.132,5.636665681,1.95,-0.293334319,-0.419508245,3.651,39
KBG,4,Coffea sp.,COSP,e15,15,164.166,67.197,5.244550556,3.357,12.81272805,1.5,6.88272805,-0.445449444,4.355,39
BBG,1,Coffea sp.,COSP,e15,15,139.156,56.287,4.771524233,7.553,11.79644014,3.49,5.86644014,-0.918475767,4.78,39
BRBG,2,Coffea sp.,COSP,e15,15,247.536,77.063,4.898089623,13.223,15.73327684,1.83,9.80327684,-0.791910377,4.821,39
BBG,1,Coffea sp.,COSP,e15,15,139.89,58.048,4.907879892,5.792,11.8275103,3.56,5.8975103,-0.782120108,4.889,39
KBG,4,Coffea sp.,COSP,e15,15,201.35,64.181,4.523042438,0.341,14.18978506,2.15,8.25978506,-1.166957562,4.9,39
BRBG,2,Coffea sp.,COSP,e15,15,150.062,53.444,4.362782778,10.396,12.24997959,5.65,6.31997959,-1.327217222,5.333,39
BBG,1,Coffea sp.,COSP,e15,15,76.806,40.923,4.669494731,22.917,8.76390324,0.4,2.83390324,-1.020505269,5.467,39
BBG,1,Coffea sp.,COSP,e15,15,50.66,39.39,5.534181371,24.45,7.11758386,0.44,1.18758386,-0.155818629,5.647,39
BBG,1,Coffea sp.,COSP,e15,15,53.487,38.099,5.209421006,25.741,7.313480703,0.75,1.383480703,-0.480578994,6.522,39
BRBG,2,Coffea sp.,COSP,e15,15,120.651,53.058,4.830425768,10.782,10.98412491,0.7,5.05412491,-0.859574232,8.097,39
BBG,1,Coffea sp.,COSP,e15,15,42.848,35.685,5.451555319,28.155,6.545838373,0.4,0.615838373,-0.238444681,8.904,39
CBG,3,Dichroa febrifuga,DIFE,e16,16,51.944,40.661,5.641704829,23.179,7.207218604,0.54,1.277218604,-0.048295171,0,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,57.329,45.131,5.960569736,18.709,7.571591642,0.42,1.641591642,0.270569736,0,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,107.336,55.977,5.403024241,7.863,10.36030888,0.65,4.43030888,-0.286975759,0,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,114.017,64.084,6.001569046,0.244,10.67787432,1.8,4.74787432,0.311569046,0,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,116.323,59.455,5.512588647,4.385,10.78531409,2,4.85531409,-0.177411353,0,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,121.767,60.705,5.501228196,3.135,11.03480856,1.95,5.10480856,-0.188771804,0,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,122.704,63.788,5.75850337,0.052,11.07718376,1.8,5.14718376,0.06850337,0,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,133.766,68.597,5.931059113,4.757,11.56572523,2.3,5.63572523,0.241059113,0,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,245.003,89.233,5.700852349,25.393,15.65257167,2.808,9.72257167,0.010852349,0,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,22.88,30.209,6.31550872,33.631,4.783304297,0.55,-1.146695703,0.62550872,0.165,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,99.745,51.601,5.166691737,12.239,9.987241861,0.45,4.057241861,-0.523308263,0.345,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,287.309,100.184,5.910493612,36.344,16.95019174,1.13,11.02019174,0.220493612,0.5,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,27.27,30.257,5.79406411,33.583,5.222068556,1.67,-0.707931444,0.10406411,1,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,65.402,40.146,4.964171371,23.694,8.087150302,0.9,2.157150302,-0.725828629,1,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,65.627,40.039,4.94244615,23.801,8.101049315,1.45,2.171049315,-0.74755385,1.042,59
BRBG,2,Dichroa febrifuga,DIFE,e16,16,66.256,41.43,5.089818861,22.41,8.139778867,1.05,2.209778867,-0.600181139,1.043,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,91.397,54.825,5.734725966,9.015,9.560177823,2.9,3.630177823,0.044725966,1.177,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,149.955,66.338,5.417287673,2.498,12.24561146,2.366,6.31561146,-0.272712327,1.179,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,67.37,47.185,5.748713772,16.655,8.207923002,0.9,2.277923002,0.058713772,1.328,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,184.388,85.297,6.281558807,21.457,13.5789543,1.1,7.6489543,0.591558807,1.521,59
BRBG,2,Dichroa febrifuga,DIFE,e16,16,125.241,61.478,5.493466333,2.362,11.19111255,1.5,5.26111255,-0.196533667,1.557,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,73.992,43.086,5.008916522,20.754,8.601860264,0.3,2.671860264,-0.681083478,1.602,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,41.021,43.923,6.857864086,19.917,6.404763852,1.1,0.474763852,1.167864086,1.604,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,159.148,68.923,5.463407318,5.083,12.61538743,2.2,6.68538743,-0.226592682,1.605,59
BRBG,2,Dichroa febrifuga,DIFE,e16,16,95.496,51.015,5.220418266,12.825,9.772205483,3.8,3.842205483,-0.469581734,1.654,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,230.158,84.274,5.554955323,20.434,15.1709591,1.5,9.2409591,-0.135044677,1.677,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,123.539,59.981,5.396493536,3.859,11.11480994,1.5,5.18480994,-0.293506464,1.804,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,84.483,56.011,6.093806544,7.829,9.191463431,1.52,3.261463431,0.403806544,1.828,59
BRBG,2,Dichroa febrifuga,DIFE,e16,16,76.802,44.365,5.062373931,19.475,8.763675028,1.3,2.833675028,-0.627626069,1.881,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,92.475,56.314,5.856042319,7.526,9.616392255,0.3,3.686392255,0.166042319,1.947,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,58.925,57.429,7.481375592,6.411,7.676262111,1.1,1.746262111,1.791375592,2.038,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,282.426,94.596,5.628859844,30.756,16.8055348,2.5,10.8755348,-0.061140156,2.258,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,19.462,22.436,5.085711232,41.404,4.411575682,1.9,-1.518424318,-0.604288768,2.437,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,85.44,51.282,5.547972944,12.558,9.243376007,1.88,3.313376007,-0.142027056,2.472,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,172.546,72.525,5.521223014,8.685,13.13567661,0.92,7.20567661,-0.168776986,2.489,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,170.575,77.052,5.899649706,13.212,13.06043644,3.5,7.13043644,0.209649706,2.531,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,104.192,60.23,5.90059322,3.61,10.20744826,1.1,4.27744826,0.21059322,2.558,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,58.227,44.552,5.838549916,19.288,7.630661832,3.838,1.700661832,0.148549916,2.822,59
BRBG,2,Dichroa febrifuga,DIFE,e16,16,97.719,50.551,5.113758851,13.289,9.885292105,5.1,3.955292105,-0.576241149,2.988,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,131.517,59.502,5.188485612,4.338,11.46808615,1.72,5.53808615,-0.501514388,2.994,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,135.386,68.689,5.903374231,4.849,11.63554898,1.2,5.70554898,0.213374231,3.063,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,132.288,68.244,5.933408494,4.404,11.50165206,3.673,5.57165206,0.243408494,3.166,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,82.057,50.201,5.541847245,13.639,9.05853189,0.85,3.12853189,-0.148152755,3.695,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,178.029,76.179,5.709392382,12.339,13.34275084,3.2,7.41275084,0.019392382,3.795,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,94.406,60.565,6.233355886,3.275,9.716275006,0.55,3.786275006,0.543355886,3.972,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,196.561,84.986,6.06175965,21.146,14.0200214,1.087,8.0900214,0.37175965,4.014,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,118.568,62.17,5.709487418,1.67,10.88889342,2.3,4.95889342,0.019487418,4.231,59
BRBG,2,Dichroa febrifuga,DIFE,e16,16,115.556,57.806,5.37745356,6.034,10.74969767,0.5,4.81969767,-0.31254644,4.358,59
BRBG,2,Dichroa febrifuga,DIFE,e16,16,161.463,71.239,5.606364185,7.399,12.7068092,0.7,6.7768092,-0.083635815,4.555,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,93.678,51.045,5.273930509,12.795,9.678739587,1.9,3.748739587,-0.416069491,4.569,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,143.097,60.914,5.092157812,2.926,11.96231583,0.67,6.03231583,-0.597842188,4.6,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,125.12,57.465,5.137360512,6.375,11.18570516,2.56,5.25570516,-0.552639488,4.675,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,114.025,57.357,5.371386304,6.483,10.67824892,5.42,4.74824892,-0.318613696,4.81,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,98.97,45.699,4.593618367,18.141,9.9483667,1.8,4.0183667,-1.096381633,5.042,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,34.892,34.453,5.832625769,29.387,5.906945065,1.77,-0.023054935,0.142625769,5.137,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,137.665,65.992,5.624443015,2.152,11.73307291,3.2,5.80307291,-0.065556985,6.046,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,147.689,59.464,4.893054407,4.376,12.15273632,1.63,6.22273632,-0.796945593,6.709,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,238.643,79.974,5.176955935,16.134,15.44807431,3.5,9.51807431,-0.513044065,8.697,59
CBG,3,Dichroa febrifuga,DIFE,e16,16,43.632,33.778,5.113654372,30.062,6.605452293,1.5,0.675452293,-0.576345628,9.383,59
KBG,4,Eupatorium odoratum,CHOD,e17,17,34.129,28.936,4.953095642,34.904,5.842003081,1.5,-0.087996919,-0.736904358,0,30
KBG,4,Eupatorium odoratum,CHOD,e17,17,50.732,52.191,7.32747974,11.649,7.12263996,1.1,1.19263996,1.63747974,0,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,53.12,88.272,12.11138845,24.432,7.288346863,0.2,1.358346863,6.42138845,0,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,55.543,40.722,5.464047083,23.118,7.452717625,1.4,1.522717625,-0.225952917,0,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,35.376,35.995,6.051845264,27.845,5.947772692,1.1,0.017772692,0.361845264,0.669,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,45.688,41.639,6.160262482,22.201,6.759289904,1.1,0.829289904,0.470262482,0.677,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,50.98,46.304,6.48512862,17.536,7.140028011,1.1,1.210028011,0.79512862,0.682,30
KBG,4,Eupatorium odoratum,CHOD,e17,17,73.341,49.013,5.723186154,14.827,8.563936011,1.1,2.633936011,0.033186154,0.795,30
KBG,4,Eupatorium odoratum,CHOD,e17,17,53.402,37.882,5.183870438,25.958,7.307667206,1.1,1.377667206,-0.506129562,0.856,30
KBG,4,Eupatorium odoratum,CHOD,e17,17,26.245,33.565,6.551841204,30.275,5.12298741,2.1,-0.80701259,0.861841204,1.275,30
KBG,4,Eupatorium odoratum,CHOD,e17,17,44.647,35.318,5.285668974,28.522,6.681841064,0.9,0.751841064,-0.404331026,1.442,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,19.422,25.569,5.801853631,38.271,4.407039823,0.5,-1.522960177,0.111853631,1.468,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,20.981,28.492,6.220278701,35.348,4.580502156,1.2,-1.349497844,0.530278701,1.607,30
KBG,4,Eupatorium odoratum,CHOD,e17,17,29.303,28.834,5.326584875,35.006,5.413224547,2.8,-0.516775453,-0.363415125,1.609,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,49.792,41.553,5.888742966,22.287,7.056344663,1.7,1.126344663,0.198742966,1.761,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,18.307,26.244,6.133684571,37.596,4.278668017,1.95,-1.651331983,0.443684571,1.772,30
KBG,4,Eupatorium odoratum,CHOD,e17,17,66.532,51.42,6.304008396,12.42,8.156715025,2.1,2.226715025,0.614008396,2.163,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,43.45,41.817,6.343924159,22.023,6.591661399,1.05,0.661661399,0.653924159,2.411,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,25.014,31.68,6.334226665,32.16,5.001399804,2.1,-0.928600196,0.644226665,2.467,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,30.748,30.972,5.58548403,32.868,5.545087916,0.8,-0.384912084,-0.10451597,2.512,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,36.554,44.432,7.349002729,19.408,6.045990407,4.1,0.115990407,1.659002729,2.589,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,30.856,32.507,5.852037202,31.333,5.554817729,0.7,-0.375182271,0.162037202,2.725,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,37.509,38.37,6.265043002,25.47,6.12445916,2.5,0.19445916,0.575043002,3.024,30
KBG,4,Eupatorium odoratum,CHOD,e17,17,54.951,39.948,5.388988305,23.892,7.412894172,1.85,1.482894172,-0.301011695,3.22,30
BBG,1,Eupatorium odoratum,CHOD,e17,17,39.689,34.809,5.525307701,29.031,6.299920634,0.6,0.369920634,-0.164692299,3.478,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,32.939,33.227,5.789431588,30.613,5.739250822,0.7,-0.190749178,0.099431588,3.749,30
KBG,4,Eupatorium odoratum,CHOD,e17,17,28.136,31.718,5.9796342,32.122,5.304337847,1.8,-0.625662153,0.2896342,3.925,30
BBG,1,Eupatorium odoratum,CHOD,e17,17,90.32,58.9,6.197596966,4.94,9.503683496,0.42,3.573683496,0.507596966,4.151,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,31.765,33.304,5.90910855,30.536,5.636044712,1.05,-0.293955288,0.21910855,4.16,30
BRBG,2,Eupatorium odoratum,CHOD,e17,17,40.694,35.827,5.616234763,28.013,6.379184901,0.7,0.449184901,-0.073765237,5.939,30
KBG,4,Lantana camara,LACA,e18,18,14.595,17.383,4.55011822,46.457,3.820340299,1.95,-2.109659701,-1.13988178,0,5
KBG,4,Lantana camara,LACA,e18,18,20.68,21.193,4.660335371,42.647,4.5475268,2.45,-1.3824732,-1.029664629,0.953,5
KBG,4,Lantana camara,LACA,e18,18,33.118,33.688,5.853871401,30.152,5.754824063,2.5,-0.175175937,0.163871401,1.507,5
KBG,4,Lantana camara,LACA,e18,18,22.576,23.851,5.019761626,39.989,4.75142084,1.2,-1.17857916,-0.670238374,2.435,5
KBG,4,Lantana camara,LACA,e18,18,44.002,31.245,4.710253931,32.595,6.633400335,1.9,0.703400335,-0.979746069,7.461,5
CBG,3,Ophiopogon japonicum,OPJA,e19,19,7.982,30.252,10.70775017,33.588,2.825243352,0.36,-3.104756648,5.01775017,0,7
CBG,3,Ophiopogon japonicum,OPJA,e19,19,14.337,48.523,12.81499678,15.317,3.786423114,0.35,-2.143576886,7.12499678,0,7
CBG,3,Ophiopogon japonicum,OPJA,e19,19,30.678,79.366,14.32916789,15.526,5.538772427,0.3,-0.391227573,8.63916789,0,7
CBG,3,Ophiopogon japonicum,OPJA,e19,19,16.817,39.597,9.65579466,24.243,4.10085357,0.25,-1.82914643,3.96579466,1.465,7
CBG,3,Ophiopogon japonicum,OPJA,e19,19,10.319,37.582,11.69933245,26.258,3.212320034,0.4,-2.717679966,6.00933245,1.612,7
CBG,3,Ophiopogon japonicum,OPJA,e19,19,8.314,39.72,13.77540036,24.12,2.88340077,0.43,-3.04659923,8.08540036,2.218,7
CBG,3,Ophiopogon japonicum,OPJA,e19,19,6.09,38.176,15.46969587,25.664,2.467792536,0.35,-3.462207464,9.77969587,3.349,7
CBG,3,Passiflora ligularis,PALI,e20,20,12.287,24.184,6.899302786,39.656,3.505281729,2.56,-2.424718271,1.209302786,0,79
BBG,1,Passiflora ligularis,PALI,e20,20,34.598,35.773,6.081768227,28.067,5.88200646,0.23,-0.04799354,0.391768227,0,79
CBG,3,Passiflora ligularis,PALI,e20,20,45.022,43.078,6.420119918,20.762,6.709843515,2,0.779843515,0.730119918,0,79
BBG,1,Passiflora ligularis,PALI,e20,20,53.924,37.318,5.081913989,26.522,7.343296263,1.7,1.413296263,-0.608086011,0,79
BBG,1,Passiflora ligularis,PALI,e20,20,72.874,53.549,6.272852287,10.291,8.536626969,1.8,2.606626969,0.582852287,0,79
CBG,3,Passiflora ligularis,PALI,e20,20,87.714,80.511,8.596482089,16.671,9.365575263,4.445,3.435575263,2.906482089,0,79
CBG,3,Passiflora ligularis,PALI,e20,20,88.913,46.365,4.917084052,17.475,9.429369014,4.541,3.499369014,-0.772915948,0,79
BBG,1,Passiflora ligularis,PALI,e20,20,109.104,60.022,5.746324217,3.818,10.44528602,0.32,4.51528602,0.056324217,0,79
BBG,1,Passiflora ligularis,PALI,e20,20,120.884,71.562,6.508757012,7.722,10.99472601,1.1,5.06472601,0.818757012,0,79
BBG,1,Passiflora ligularis,PALI,e20,20,124.627,61.322,5.493008112,2.518,11.16364636,3.11,5.23364636,-0.196991888,0,79
CBG,3,Passiflora ligularis,PALI,e20,20,170.92,64.127,4.905061772,0.287,13.0736376,2.76,7.1436376,-0.784938228,0,79
BBG,1,Passiflora ligularis,PALI,e20,20,183.906,67.034,4.943074839,3.194,13.56119464,1.5,7.63119464,-0.746925161,0,79
BBG,1,Passiflora ligularis,PALI,e20,20,199.248,85.32,6.044409248,21.48,14.11552337,1.8,8.18552337,0.354409248,0,79
CBG,3,Passiflora ligularis,PALI,e20,20,237.305,79.138,5.137260944,15.298,15.40470707,3.523,9.47470707,-0.552739056,0,79
BBG,1,Passiflora ligularis,PALI,e20,20,33.034,41.805,7.273570381,22.035,5.747521205,0.5,-0.182478795,1.583570381,0.3,79
BBG,1,Passiflora ligularis,PALI,e20,20,59.034,40.092,5.218030535,23.748,7.683358641,0.25,1.753358641,-0.471969465,0.4,79
BBG,1,Passiflora ligularis,PALI,e20,20,131.766,58.506,5.096813304,5.334,11.47893723,0.1,5.54893723,-0.593186696,0.4,79
BBG,1,Passiflora ligularis,PALI,e20,20,188.099,84.021,6.126248409,20.181,13.71491888,2.1,7.78491888,0.436248409,0.4,79
BBG,1,Passiflora ligularis,PALI,e20,20,63.325,47.504,5.969563565,16.336,7.957700673,1.61,2.027700673,0.279563565,0.69,79
BBG,1,Passiflora ligularis,PALI,e20,20,205.761,84.12,5.864320979,20.28,14.34437172,1.65,8.41437172,0.174320979,1.001,79
CBG,3,Passiflora ligularis,PALI,e20,20,42.817,40.193,6.142459556,23.647,6.543470027,3.381,0.613470027,0.452459556,1.048,79
CBG,3,Passiflora ligularis,PALI,e20,20,273.597,81.712,4.940036696,17.872,16.54076782,1.697,10.61076782,-0.749963304,1.074,79
BBG,1,Passiflora ligularis,PALI,e20,20,133.887,72.99,6.308035931,9.15,11.57095502,5.4,5.64095502,0.618035931,1.1,79
BBG,1,Passiflora ligularis,PALI,e20,20,286.309,112.018,6.620187873,48.178,16.92066784,1.85,10.99066784,0.930187873,1.2,79
CBG,3,Passiflora ligularis,PALI,e20,20,133.294,56.11,4.859985441,7.73,11.54530207,4.455,5.61530207,-0.830014559,1.55,79
BBG,1,Passiflora ligularis,PALI,e20,20,33.422,30.079,5.202920336,33.761,5.781176351,0.94,-0.148823649,-0.487079664,1.572,79
CBG,3,Passiflora ligularis,PALI,e20,20,95.644,61.108,6.248405479,2.732,9.779775049,1.5,3.849775049,0.558405479,1.584,79
BBG,1,Passiflora ligularis,PALI,e20,20,122.747,51.637,4.66074733,12.203,11.07912451,1.8,5.14912451,-1.02925267,1.605,79
BBG,1,Passiflora ligularis,PALI,e20,20,34.14,34.749,5.947172734,29.091,5.842944463,0.09,-0.087055537,0.257172734,1.665,79
BBG,1,Passiflora ligularis,PALI,e20,20,54.097,45.635,6.204566792,18.205,7.355066281,0.11,1.425066281,0.514566792,1.76,79
CBG,3,Passiflora ligularis,PALI,e20,20,65.706,51.611,6.367071975,12.229,8.10592376,1.5,2.17592376,0.677071975,1.783,79
BBG,1,Passiflora ligularis,PALI,e20,20,193.669,69.539,4.996873856,5.699,13.916501,2.5,7.986501,-0.693126144,1.9,79
CBG,3,Passiflora ligularis,PALI,e20,20,78.586,50.318,5.676109681,13.522,8.864874506,2.425,2.934874506,-0.013890319,2.1406,79
CBG,3,Passiflora ligularis,PALI,e20,20,216.734,88.725,6.026740401,24.885,14.72188847,3.75,8.79188847,0.336740401,2.185,79
CBG,3,Passiflora ligularis,PALI,e20,20,80.675,55.111,6.135766224,8.729,8.981926297,0.6,3.051926297,0.445766224,2.238,79
CBG,3,Passiflora ligularis,PALI,e20,20,39.611,32.298,5.131776421,31.542,6.293727036,0.4,0.363727036,-0.558223579,2.294,79
CBG,3,Passiflora ligularis,PALI,e20,20,142.444,64.683,5.419610481,0.843,11.93499057,5.456,6.00499057,-0.270389519,2.297,79
BBG,1,Passiflora ligularis,PALI,e20,20,152.111,80.133,6.497272643,16.293,12.33332883,4.3,6.40332883,0.807272643,2.318,79
BBG,1,Passiflora ligularis,PALI,e20,20,24.295,25.798,5.233926104,38.042,4.928995841,0.11,-1.001004159,-0.456073896,2.35,79
BBG,1,Passiflora ligularis,PALI,e20,20,105.482,61.575,5.995359677,2.265,10.27044303,4.21,4.34044303,0.305359677,2.411,79
BBG,1,Passiflora ligularis,PALI,e20,20,139.885,77.447,6.54815613,13.607,11.82729893,4.31,5.89729893,0.85815613,2.607,79
CBG,3,Passiflora ligularis,PALI,e20,20,71.512,40.676,4.810040981,23.164,8.456476808,4.1,2.526476808,-0.879959019,2.655,79
BBG,1,Passiflora ligularis,PALI,e20,20,100.153,59.835,5.978927868,4.005,10.00764708,0.3,4.07764708,0.288927868,2.672,79
CBG,3,Passiflora ligularis,PALI,e20,20,257.334,81.009,5.049922182,17.169,16.04163333,4.048,10.11163333,-0.640077818,2.798,79
CBG,3,Passiflora ligularis,PALI,e20,20,126.549,55.081,4.896350035,8.759,11.24939998,2.33,5.31939998,-0.793649965,2.87,79
CBG,3,Passiflora ligularis,PALI,e20,20,16.417,21.27,5.249532041,42.57,4.051789728,0.15,-1.878210272,-0.440467959,2.894,79
